ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
TSLA,20260319,387.27,387.27,378.73,380.3,392.78,-12.48,-3.177354,67078300.0,25509876671.17
TSLA,20260320,379.85,379.89,364.46,367.96,380.3,-12.34,-3.244806,78628600.0,28932178984.12
TSLA,20260323,373.09,385.33,372.73,380.85,367.96,12.89,3.503102,74606000.0,28413695555.36
TSLA,20260324,376.56,387.48,376.31,383.03,380.85,2.18,0.572402,60004900.0,22983676773.75
TSLA,20260325,389.99,396.23,385.01,385.95,383.03,2.92,0.762346,55157300.0,21287960608.31
TSLA,20260326,381.6,384.44,371.87,372.11,385.95,-13.84,-3.585964,55522900.0,20660625505.68
TSLA,20260327,369.69,369.86,359.47,361.83,372.11,-10.28,-2.762624,62065700.0,22457231397.6
TSLA,20260330,365.86,367.29,352.14,355.28,361.83,-6.55,-1.810239,67954400.0,24142839149.05
TSLA,20260331,361.51,373.33,361.0,371.75,355.28,16.47,4.635781,75534900.0,28080099075.0
TSLA,20260401,378.63,383.14,374.08,381.26,371.75,9.51,2.558173,58683800.0,22373786161.08
TSLA,20260402,364.2,370.28,359.03,360.59,381.26,-20.67,-5.421501,83031200.0,29940220103.93
TSLA,20260406,362.59,367.72,346.64,352.82,360.59,-7.77,-2.154799,77697600.0,27413267801.07
TSLA,20260407,346.44,348.02,337.24,346.65,352.82,-6.17,-1.748771,74515400.0,25830762955.19
TSLA,20260408,363.79,364.5,339.67,343.25,346.65,-3.4,-0.980815,78838600.0,27061349450.0
TSLA,20260409,343.15,348.88,337.25,345.62,343.25,2.37,0.690457,62164000.0,21485121376.46
TSLA,20260410,346.29,350.36,342.74,348.95,345.62,3.33,0.963491,51336000.0,17913697826.66
TSLA,20260413,350.07,356.35,348.57,352.42,348.95,3.47,0.994412,53617500.0,18895880069.96
TSLA,20260414,357.67,367.63,354.77,364.2,352.42,11.78,3.342602,59979600.0,21844571052.17
TSLA,20260415,366.83,394.65,362.5,391.95,364.2,27.75,7.61944,113810400.0,44607987669.29
